starter_word,failed,tries_6,tries_5,tries_4,tries_3,tries_2,tries_1,total_games,success_rate,avg_tries
RENEW,0,2,11,26,11,0,0,50,100.0,4.08
SAUNA,0,2,12,24,12,0,0,50,100.0,4.08
SHOWY,0,0,13,28,9,0,0,50,100.0,4.08
SMALL,0,1,14,23,12,0,0,50,100.0,4.08
STOOD,0,1,12,27,10,0,0,50,100.0,4.08
THUMB,0,1,12,28,8,1,0,50,100.0,4.08
TOTAL,0,2,9,30,9,0,0,50,100.0,4.08
UDDER,0,1,13,26,9,1,0,50,100.0,4.08
UNFED,0,3,8,29,10,0,0,50,100.0,4.08
USUAL,0,2,10,28,10,0,0,50,100.0,4.08
WHISK,0,0,10,34,6,0,0,50,100.0,4.08
WINDY,0,4,8,28,8,2,0,50,100.0,4.08
WOKEN,0,0,12,30,8,0,0,50,100.0,4.08
YOUNG,0,2,12,24,12,0,0,50,100.0,4.08
ABACK,0,1,11,32,5,0,1,50,100.0,4.1
ALPHA,0,1,12,28,9,0,0,50,100.0,4.1
ANGER,0,1,15,23,10,1,0,50,100.0,4.1
ASHEN,0,2,7,35,6,0,0,50,100.0,4.1
AWARE,0,1,13,26,10,0,0,50,100.0,4.1
BALSA,0,2,13,23,12,0,0,50,100.0,4.1
CHILL,0,2,12,25,11,0,0,50,100.0,4.1
COACH,0,0,17,21,12,0,0,50,100.0,4.1
COMMA,0,2,14,21,13,0,0,50,100.0,4.1
CRAZY,0,2,13,23,12,0,0,50,100.0,4.1
EXERT,0,1,10,32,7,0,0,50,100.0,4.1
FLOOD,0,2,11,27,10,0,0,50,100.0,4.1
FORGE,0,1,14,25,9,1,0,50,100.0,4.1
GIRTH,0,2,12,25,11,0,0,50,100.0,4.1
GLYPH,0,0,13,29,8,0,0,50,100.0,4.1
HIPPO,0,1,16,20,13,0,0,50,100.0,4.1
HUMPH,0,2,12,25,11,0,0,50,100.0,4.1
INANE,0,2,10,29,9,0,0,50,100.0,4.1
JUICE,0,3,10,27,9,1,0,50,100.0,4.1
LASSO,0,2,8,33,7,0,0,50,100.0,4.1
LOFTY,0,1,14,24,11,0,0,50,100.0,4.1
MANGO,0,4,7,29,10,0,0,50,100.0,4.1
NAVAL,0,1,16,23,8,1,1,50,100.0,4.1
QUOTA,0,0,15,25,10,0,0,50,100.0,4.1
RHYME,0,0,13,29,8,0,0,50,100.0,4.1
SKUNK,0,1,13,26,10,0,0,50,100.0,4.1
SNEAK,0,0,11,33,6,0,0,50,100.0,4.1
SQUID,0,2,13,24,10,1,0,50,100.0,4.1
STILL,0,2,10,29,9,0,0,50,100.0,4.1
SWEEP,0,2,12,25,11,0,0,50,100.0,4.1
SWUNG,0,3,10,26,11,0,0,50,100.0,4.1
UNIFY,0,2,9,31,8,0,0,50,100.0,4.1
WHINE,0,1,14,25,9,1,0,50,100.0,4.1
YEARN,0,4,7,29,10,0,0,50,100.0,4.1
ABBEY,0,1,14,26,8,1,0,50,100.0,4.12
AWFUL,0,2,9,32,7,0,0,50,100.0,4.12
BASIC,0,4,10,25,10,1,0,50,100.0,4.12
BELLY,0,3,12,24,10,1,0,50,100.0,4.12
BLOWN,0,1,10,33,6,0,0,50,100.0,4.12
BULLY,0,1,14,26,8,1,0,50,100.0,4.12
CHIEF,0,1,15,23,11,0,0,50,100.0,4.12
CLASS,0,2,10,30,8,0,0,50,100.0,4.12
DEBUG,0,2,13,26,7,2,0,50,100.0,4.12
DINGO,0,2,16,19,12,1,0,50,100.0,4.12
ENSUE,0,2,14,23,10,1,0,50,100.0,4.12
ESSAY,0,2,9,32,7,0,0,50,100.0,4.12
FIEND,0,3,9,29,9,0,0,50,100.0,4.12
FLOWN,0,1,14,25,10,0,0,50,100.0,4.12
GAUDY,0,3,11,25,11,0,0,50,100.0,4.12
GAUZE,0,3,8,31,8,0,0,50,100.0,4.12
GIVEN,0,0,16,26,6,2,0,50,100.0,4.12
GLAZE,0,2,9,32,7,0,0,50,100.0,4.12
GUILE,0,2,9,33,5,1,0,50,100.0,4.12
HANDY,0,4,6,32,8,0,0,50,100.0,4.12
HERON,0,3,7,33,7,0,0,50,100.0,4.12
HINGE,0,2,11,28,9,0,0,50,100.0,4.12
HITCH,0,1,15,23,11,0,0,50,100.0,4.12
HOBBY,0,2,12,26,10,0,0,50,100.0,4.12
INDEX,0,0,12,32,6,0,0,50,100.0,4.12
INFER,0,1,10,33,6,0,0,50,100.0,4.12
JUDGE,0,0,16,24,10,0,0,50,100.0,4.12
MOSSY,0,2,14,22,12,0,0,50,100.0,4.12
NEEDY,0,2,10,31,6,1,0,50,100.0,4.12
PLAZA,0,4,12,20,14,0,0,50,100.0,4.12
QUICK,0,1,14,25,10,0,0,50,100.0,4.12
SALSA,0,2,13,24,11,0,0,50,100.0,4.12
SENSE,0,2,13,27,6,1,1,50,100.0,4.12
SHAKY,0,1,12,29,8,0,0,50,100.0,4.12
SHELL,0,1,11,31,7,0,0,50,100.0,4.12
SILLY,0,4,11,23,11,1,0,50,100.0,4.12
SNOOP,0,1,12,29,8,0,0,50,100.0,4.12
STASH,0,0,13,30,7,0,0,50,100.0,4.12
SULKY,0,2,14,22,12,0,0,50,100.0,4.12
SWELL,0,1,12,29,8,0,0,50,100.0,4.12
TASTY,0,3,7,33,7,0,0,50,100.0,4.12
TOXIN,0,1,13,28,7,1,0,50,100.0,4.12
UNFIT,0,1,14,25,10,0,0,50,100.0,4.12
UNZIP,0,2,11,29,7,1,0,50,100.0,4.12
UVULA,0,1,12,29,8,0,0,50,100.0,4.12
VERVE,0,1,16,21,12,0,0,50,100.0,4.12
WOULD,0,1,15,23,11,0,0,50,100.0,4.12
AGONY,0,3,11,26,10,0,0,50,100.0,4.14
ANGRY,0,3,12,24,11,0,0,50,100.0,4.14
AWAIT,0,2,15,21,12,0,0,50,100.0,4.14
CANON,0,3,10,28,9,0,0,50,100.0,4.14
CLOCK,0,2,11,29,8,0,0,50,100.0,4.14
DANDY,0,5,8,26,11,0,0,50,100.0,4.14
DOLLY,0,4,9,27,10,0,0,50,100.0,4.14
ENEMA,0,2,13,26,8,1,0,50,100.0,4.14
EQUAL,0,2,12,27,9,0,0,50,100.0,4.14
EXTRA,0,2,10,31,7,0,0,50,100.0,4.14
FERRY,0,1,15,25,8,1,0,50,100.0,4.14
FEWER,0,1,12,31,5,1,0,50,100.0,4.14
FIBER,0,2,11,29,8,0,0,50,100.0,4.14
GECKO,0,0,18,22,9,1,0,50,100.0,4.14
GENIE,0,3,9,30,8,0,0,50,100.0,4.14
GIDDY,0,3,15,20,10,2,0,50,100.0,4.14
GUANO,0,3,10,28,9,0,0,50,100.0,4.14
GUILD,0,4,14,19,11,2,0,50,100.0,4.14
HEATH,0,1,9,36,4,0,0,50,100.0,4.14
HEAVY,0,2,12,28,7,1,0,50,100.0,4.14
LYING,0,3,10,28,9,0,0,50,100.0,4.14
QUASH,0,2,15,23,9,0,1,50,100.0,4.14
QUEEN,0,1,14,26,9,0,0,50,100.0,4.14
SKILL,0,3,9,30,8,0,0,50,100.0,4.14
SOGGY,0,1,15,25,8,1,0,50,100.0,4.14
SPOON,0,1,13,28,8,0,0,50,100.0,4.14
STUNG,0,2,13,25,10,0,0,50,100.0,4.14
TWANG,0,3,8,33,5,1,0,50,100.0,4.14
WHIRL,0,2,12,27,9,0,0,50,100.0,4.14
AHEAD,0,0,18,23,8,1,0,50,100.0,4.16
APHID,0,1,15,25,9,0,0,50,100.0,4.16
BLEAK,0,1,13,30,5,1,0,50,100.0,4.16
CLUCK,0,3,11,28,7,1,0,50,100.0,4.16
EQUIP,0,2,15,22,11,0,0,50,100.0,4.16
EXIST,0,1,14,28,6,1,0,50,100.0,4.16
FINCH,0,3,15,19,13,0,0,50,100.0,4.16
FJORD,0,1,14,28,6,1,0,50,100.0,4.16
GORGE,0,2,15,23,9,1,0,50,100.0,4.16
GUMMY,0,2,15,22,11,0,0,50,100.0,4.16
HAPPY,0,2,14,24,10,0,0,50,100.0,4.16
HURRY,0,1,18,19,12,0,0,50,100.0,4.16
KOALA,0,2,12,28,8,0,0,50,100.0,4.16
LABEL,0,1,16,23,10,0,0,50,100.0,4.16
LIGHT,0,2,11,30,7,0,0,50,100.0,4.16
PIXIE,0,2,13,26,9,0,0,50,100.0,4.16
QUERY,0,2,13,26,9,0,0,50,100.0,4.16
RUMBA,0,2,15,22,11,0,0,50,100.0,4.16
SLOSH,0,0,15,28,7,0,0,50,100.0,4.16
SUNNY,0,2,14,24,10,0,0,50,100.0,4.16
UNDUE,0,3,12,25,10,0,0,50,100.0,4.16
VILLA,0,2,14,26,6,2,0,50,100.0,4.16
VYING,0,3,10,30,6,1,0,50,100.0,4.16
WEDGE,0,0,17,24,9,0,0,50,100.0,4.16
WHILE,0,1,14,27,8,0,0,50,100.0,4.16
ADAGE,0,1,14,28,7,0,0,50,100.0,4.18
ALOOF,0,2,14,25,9,0,0,50,100.0,4.18
BEING,0,3,10,30,7,0,0,50,100.0,4.18
BLURB,0,2,12,29,7,0,0,50,100.0,4.18
BRINY,0,3,10,30,7,0,0,50,100.0,4.18
CHUNK,0,0,16,27,7,0,0,50,100.0,4.18
DIGIT,0,2,15,25,6,2,0,50,100.0,4.18
EVOKE,0,2,15,23,10,0,0,50,100.0,4.18
FEIGN,0,3,11,28,8,0,0,50,100.0,4.18
GOODY,0,2,16,21,11,0,0,50,100.0,4.18
GUPPY,0,2,17,20,10,1,0,50,100.0,4.18
HELIX,0,1,15,26,8,0,0,50,100.0,4.18
HILLY,0,3,12,27,7,1,0,50,100.0,4.18
JELLY,0,3,13,24,10,0,0,50,100.0,4.18
KIOSK,0,0,16,27,7,0,0,50,100.0,4.18
LIVID,0,1,19,19,10,1,0,50,100.0,4.18
MUMMY,0,4,12,23,11,0,0,50,100.0,4.18
PAPAL,0,4,14,19,13,0,0,50,100.0,4.18
QUIRK,0,1,15,26,8,0,0,50,100.0,4.18
REFER,0,1,14,30,4,0,1,50,100.0,4.18
TAFFY,0,2,9,35,4,0,0,50,100.0,4.18
SWILL,0,2,14,25,9,0,0,50,100.0,4.18
TIBIA,0,3,10,30,7,0,0,50,100.0,4.18
TOOTH,0,1,18,21,9,1,0,50,100.0,4.18
WAGON,0,2,13,28,6,1,0,50,100.0,4.18
WHICH,0,2,15,24,8,1,0,50,100.0,4.18
AMASS,0,3,16,19,12,0,0,50,100.0,4.2
BLAZE,0,3,10,32,4,1,0,50,100.0,4.2
ENJOY,0,4,9,31,5,1,0,50,100.0,4.2
FIXER,0,2,14,26,8,0,0,50,100.0,4.2
GOUGE,0,1,18,22,8,1,0,50,100.0,4.2
GULLY,0,3,17,19,9,2,0,50,100.0,4.2
HAZEL,0,2,14,26,8,0,0,50,100.0,4.2
HYENA,0,2,10,34,4,0,0,50,100.0,4.2
IGLOO,0,1,17,25,5,2,0,50,100.0,4.2
KEBAB,0,0,15,30,5,0,0,50,100.0,4.2
KNOLL,0,2,15,24,9,0,0,50,100.0,4.2
NEIGH,0,2,13,28,7,0,0,50,100.0,4.2
OFFAL,0,2,11,32,5,0,0,50,100.0,4.2
OZONE,0,1,15,27,7,0,0,50,100.0,4.2
SHOWN,0,1,14,29,6,0,0,50,100.0,4.2
SQUAD,0,5,12,24,7,1,1,50,100.0,4.2
SWOON,0,3,11,29,7,0,0,50,100.0,4.2
TWEAK,0,1,16,26,6,1,0,50,100.0,4.2
WALTZ,0,1,14,30,4,1,0,50,100.0,4.2
WHACK,0,1,18,23,6,2,0,50,100.0,4.2
WHINY,0,2,13,29,5,1,0,50,100.0,4.2
ASKEW,0,1,15,29,4,1,0,50,100.0,4.22
AWAKE,0,0,18,26,5,1,0,50,100.0,4.22
DWELL,0,1,16,26,7,0,0,50,100.0,4.22
FLOOR,0,2,13,29,6,0,0,50,100.0,4.22
FLUNG,0,3,14,24,9,0,0,50,100.0,4.22
FLUNK,0,3,13,26,8,0,0,50,100.0,4.22
GAWKY,0,3,14,24,9,0,0,50,100.0,4.22
GLASS,0,4,12,25,9,0,0,50,100.0,4.22
HARSH,0,2,15,25,8,0,0,50,100.0,4.22
ICING,0,2,15,25,8,0,0,50,100.0,4.22
KNAVE,0,2,13,30,4,1,0,50,100.0,4.22
KNOWN,0,1,18,22,9,0,0,50,100.0,4.22
LILAC,0,4,11,27,8,0,0,50,100.0,4.22
MAXIM,0,6,12,20,11,1,0,50,100.0,4.22
SMASH,0,4,14,21,11,0,0,50,100.0,4.22
SUSHI,0,3,16,21,9,1,0,50,100.0,4.22
SWISH,0,1,15,28,6,0,0,50,100.0,4.22
WACKY,0,2,16,24,7,1,0,50,100.0,4.22
AGAIN,0,3,17,20,9,1,0,50,100.0,4.24
BEGET,0,2,15,28,3,2,0,50,100.0,4.24
CHECK,0,1,21,17,11,0,0,50,100.0,4.24
ENNUI,0,2,16,24,8,0,0,50,100.0,4.24
FIFTH,0,1,15,29,5,0,0,50,100.0,4.24
FISHY,0,2,13,30,5,0,0,50,100.0,4.24
FLING,0,2,15,26,7,0,0,50,100.0,4.24
INNER,0,2,13,30,5,0,0,50,100.0,4.24
MAMBO,0,0,18,26,6,0,0,50,100.0,4.24
ABYSS,0,2,15,27,6,0,0,50,100.0,4.26
BEGIN,0,3,13,28,6,0,0,50,100.0,4.26
BUGGY,0,3,17,21,8,1,0,50,100.0,4.26
HELLO,0,2,15,27,6,0,0,50,100.0,4.26
MANGA,0,4,13,25,8,0,0,50,100.0,4.26
SHYLY,0,3,14,26,7,0,0,50,100.0,4.26
THIGH,0,2,16,25,7,0,0,50,100.0,4.26
TWIST,0,3,15,25,6,1,0,50,100.0,4.26
ALLOW,0,2,15,28,5,0,0,50,100.0,4.28
BOOZE,0,3,15,25,7,0,0,50,100.0,4.28
CACAO,0,3,17,22,7,1,0,50,100.0,4.28
MIMIC,0,4,15,22,9,0,0,50,100.0,4.28
STAFF,0,2,15,28,5,0,0,50,100.0,4.28
AXIOM,0,1,21,20,8,0,0,50,100.0,4.3
KNACK,0,2,16,27,5,0,0,50,100.0,4.3
WHOOP,0,3,16,24,7,0,0,50,100.0,4.3
AGING,0,3,16,25,6,0,0,50,100.0,4.32
AWASH,0,2,20,20,8,0,0,50,100.0,4.32
STIFF,0,4,13,28,5,0,0,50,100.0,4.32
FULLY,0,4,16,23,7,0,0,50,100.0,4.34
LEGGY,0,4,14,28,3,1,0,50,100.0,4.34
MAGMA,0,5,19,15,10,1,0,50,100.0,4.34
SHUSH,0,5,17,19,8,1,0,50,100.0,4.34
DADDY,0,5,18,17,10,0,0,50,100.0,4.36
KHAKI,0,2,18,27,3,0,0,50,100.0,4.38
NANNY,0,4,17,23,6,0,0,50,100.0,4.38
BLUFF,0,2,21,22,5,0,0,50,100.0,4.4
INBOX,0,1,21,25,3,0,0,50,100.0,4.4
KAYAK,0,3,20,22,4,1,0,50,100.0,4.4
VIVID,0,2,22,20,6,0,0,50,100.0,4.4
WHIFF,0,2,20,24,4,0,0,50,100.0,4.4
CIVIC,0,4,19,21,6,0,0,50,100.0,4.42
SASSY,0,4,18,23,5,0,0,50,100.0,4.42
SKIFF,0,1,22,24,3,0,0,50,100.0,4.42
COCOA,0,2,22,22,4,0,0,50,100.0,4.44
GAMMA,0,5,19,20,5,1,0,50,100.0,4.44
SISSY,0,2,21,24,3,0,0,50,100.0,4.44
KAZOO,0,4,22,19,5,0,0,50,100.0,4.5
JAZZY,0,4,22,20,4,0,0,50,100.0,4.52
SAUTE,1,0,3,28,16,2,0,50,98.0,3.6530612244897958
CRIME,1,1,6,20,20,2,0,50,98.0,3.673469387755102
SMART,1,0,8,20,19,2,0,50,98.0,3.693877551020408
GREAT,1,1,3,26,19,0,0,50,98.0,3.7142857142857144
CROWN,1,0,11,17,20,1,0,50,98.0,3.7755102040816326
GRAND,1,0,6,27,15,1,0,50,98.0,3.7755102040816326
STATE,1,0,5,29,14,1,0,50,98.0,3.7755102040816326
BRACE,1,1,8,22,17,1,0,50,98.0,3.816326530612245
BRAID,1,0,8,24,17,0,0,50,98.0,3.816326530612245
MELON,1,1,5,29,12,2,0,50,98.0,3.816326530612245
CHIME,1,0,9,24,15,1,0,50,98.0,3.836734693877551
STAGE,1,0,5,31,13,0,0,50,98.0,3.836734693877551
TEASE,1,0,5,31,13,0,0,50,98.0,3.836734693877551
RECUR,1,0,12,21,13,3,0,50,98.0,3.857142857142857
TASTE,1,1,4,32,11,1,0,50,98.0,3.857142857142857
APART,1,0,8,27,14,0,0,50,98.0,3.877551020408163
LEMON,1,1,6,28,14,0,0,50,98.0,3.877551020408163
BELOW,1,0,8,28,13,0,0,50,98.0,3.8979591836734695
EARTH,1,0,7,30,12,0,0,50,98.0,3.8979591836734695
FLINT,1,1,9,23,16,0,0,50,98.0,3.8979591836734695
OCCUR,1,2,6,29,10,2,0,50,98.0,3.9183673469387754
ANTIC,1,1,10,26,9,3,0,50,98.0,3.938775510204082
BRING,1,1,8,27,13,0,0,50,98.0,3.938775510204082
ANGST,1,1,7,30,11,0,0,50,98.0,3.9591836734693877
CUMIN,1,2,8,25,14,0,0,50,98.0,3.9591836734693877
GLOBE,1,1,7,32,7,2,0,50,98.0,3.9591836734693877
GROWN,1,0,11,25,13,0,0,50,98.0,3.9591836734693877
MUSIC,1,1,8,28,12,0,0,50,98.0,3.9591836734693877
PIQUE,1,0,11,25,13,0,0,50,98.0,3.9591836734693877
QUEST,1,2,11,21,13,2,0,50,98.0,3.9591836734693877
WRONG,1,0,10,27,12,0,0,50,98.0,3.9591836734693877
BLIMP,1,0,9,31,8,1,0,50,98.0,3.979591836734694
PLUMB,1,0,13,22,14,0,0,50,98.0,3.979591836734694
TACIT,1,3,7,27,10,2,0,50,98.0,3.979591836734694
AGATE,1,3,5,30,11,0,0,50,98.0,4.0
GUIDE,1,0,11,28,9,1,0,50,98.0,4.0
LINGO,1,1,10,27,11,0,0,50,98.0,4.020408163265306
NIGHT,1,2,9,26,12,0,0,50,98.0,4.020408163265306
WORRY,1,0,16,19,13,1,0,50,98.0,4.020408163265306
CONIC,1,0,14,23,12,0,0,50,98.0,4.040816326530612
FORGO,1,0,14,23,12,0,0,50,98.0,4.040816326530612
FUNNY,1,1,10,28,10,0,0,50,98.0,4.040816326530612
THING,1,2,8,29,10,0,0,50,98.0,4.040816326530612
BRAIN,1,3,9,25,12,0,0,50,98.0,4.061224489795919
BUILD,1,1,15,20,12,1,0,50,98.0,4.061224489795919
IONIC,1,0,15,22,12,0,0,50,98.0,4.061224489795919
LOWLY,1,1,12,26,10,0,0,50,98.0,4.081632653061225
BUDDY,1,2,13,23,10,1,0,50,98.0,4.1020408163265305
FOLLY,1,0,15,24,10,0,0,50,98.0,4.1020408163265305
HUNCH,1,1,14,24,9,1,0,50,98.0,4.1020408163265305
TABOO,1,1,13,25,10,0,0,50,98.0,4.1020408163265305
ZEBRA,1,2,10,28,9,0,0,50,98.0,4.1020408163265305
BEEFY,1,1,16,21,10,1,0,50,98.0,4.122448979591836
CLOWN,1,0,13,29,7,0,0,50,98.0,4.122448979591836
COYLY,1,2,13,24,9,1,0,50,98.0,4.122448979591836
FIFTY,1,1,12,28,8,0,0,50,98.0,4.122448979591836
FOLIO,1,0,17,22,9,1,0,50,98.0,4.122448979591836
WEEDY,1,0,14,28,6,1,0,50,98.0,4.122448979591836
ATOLL,1,1,15,23,10,0,0,50,98.0,4.142857142857143
AZURE,1,2,13,24,10,0,0,50,98.0,4.142857142857143
BLISS,1,2,12,26,9,0,0,50,98.0,4.142857142857143
CINCH,1,2,13,24,10,0,0,50,98.0,4.142857142857143
CIRCA,1,1,15,23,10,0,0,50,98.0,4.142857142857143
CYNIC,1,2,12,26,9,0,0,50,98.0,4.142857142857143
JEWEL,1,1,14,26,7,1,0,50,98.0,4.142857142857143
SIXTH,1,1,11,31,6,0,0,50,98.0,4.142857142857143
JOLLY,1,0,18,21,10,0,0,50,98.0,4.163265306122449
DUMMY,1,4,12,22,11,0,0,50,98.0,4.183673469387755
MOMMY,1,2,16,20,11,0,0,50,98.0,4.183673469387755
BONGO,1,3,14,23,9,0,0,50,98.0,4.224489795918367
GOING,1,1,20,19,8,1,0,50,98.0,4.244897959183674
NINJA,1,1,16,28,3,1,0,50,98.0,4.26530612244898
QUEUE,1,2,17,22,8,0,0,50,98.0,4.26530612244898
FOGGY,1,1,20,20,8,0,0,50,98.0,4.285714285714286
GOOFY,1,1,19,22,7,0,0,50,98.0,4.285714285714286
ONION,1,2,18,21,8,0,0,50,98.0,4.285714285714286
JIFFY,1,2,21,18,8,0,0,50,98.0,4.346938775510204
BOOZY,1,2,20,21,6,0,0,50,98.0,4.36734693877551
BOOBY,1,2,21,20,6,0,0,50,98.0,4.387755102040816
AFFIX,1,2,19,25,3,0,0,50,98.0,4.408163265306122
FUZZY,1,1,25,17,6,0,0,50,98.0,4.428571428571429
FLUFF,1,3,25,17,4,0,0,50,98.0,4.551020408163265
